-6.079933195095589937e+00 -5.783825182329737302e+00 -6.276643489341644511e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -5.398162701517752460e+00 -5.293304824724492263e+00 -6.079933195095589937e+00 -5.476463551931509244e+00 3.361645330666254594e+00 -5.293304824724492263e+00 -5.278114659230517702e+00 -5.293304824724492263e+00 -5.393627546352361968e+00 -5.278114659230516814e+00 -5.278114659230517702e+00 -5.480638923341990321e+00 -6.091309882077696969e+00 -5.293304824724492263e+00 3.435479592677310734e+00 -5.407171771460118848e+00 -4.653960350157523074e+00 -5.541263545158425785e+00 3.721885340769483186e+00 -5.758901773877280306e+00 -4.624972813284271567e+00 3.368788218178636384e+00 -6.276643489341644511e+00 -5.323009979138408454e+00 -6.124683390894205104e+00 -5.820082930352361572e+00 -6.001414877961151362e+00 -5.402677381872279305e+00 -6.276643489341644511e+00 -5.393627546352361968e+00 -5.318119993844216964e+00 -5.783825182329737302e+00 -6.232448016550522496e+00 -5.278114659230517702e+00 -5.446737371666309890e+00 
3.368788218178634608e+00 -5.293304824724492263e+00 -6.150602768446280066e+00 3.643413725327987684e+00 -5.337538079701317884e+00 -5.438079308923195576e+00 3.610928270183499933e+00 -5.293304824724492263e+00 -5.267858159063329992e+00 -5.293304824724492263e+00 3.662461920298681228e+00 -5.267858159063328216e+00 -5.293304824724492263e+00 -5.846438775057724690e+00 -5.556828061699537358e+00 -5.293304824724492263e+00 2.945560653730630918e+00 -5.278114659230517702e+00 -5.662960480135946995e+00 -6.276643489341644511e+00 -5.424950017481403819e+00 -4.624972813284271567e+00 -6.276643489341644511e+00 -5.293304824724492263e+00 -6.719013154385259590e+00 -5.283203728737988492e+00 -5.393627546352361968e+00 -5.293304824724492263e+00 3.368788218178636384e+00 -5.476463551931511020e+00 -5.361292165709421909e+00 -5.389071729816500955e+00 -5.648974238161205363e+00 3.519361076658007903e+00 -5.446737371666309890e+00 3.427845967822236162e+00 3.361645330666254594e+00 3.368788218178636384e+00 3.435479592677310734e+00 3.721885340769483186e+00 
3.306267861197300206e+00 -5.293304824724492263e+00 -5.327876168789581257e+00 -5.802118375377062875e+00 -5.293304824724492263e+00 -5.389071729816500955e+00 -5.278114659230517702e+00 -5.537334267018536593e+00 -5.389071729816500955e+00 -5.293304824724492263e+00 -5.361292165709425461e+00 -5.476463551931509244e+00 -5.433722003554239954e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 3.758252984940356534e+00 -5.278114659230517702e+00 -6.411818267709897157e+00 -5.267858159063329992e+00 -5.332718793265368795e+00 -5.176149732573829709e+00 -5.278114659230517702e+00 -5.267858159063328216e+00 1.257065437104556160e+01 3.519361076658009679e+00 2.732799451458637563e+00 3.624721592315834684e+00 -5.293304824724492263e+00 -6.107022887742253658e+00 3.701682633451962801e+00 -5.278114659230517702e+00 -5.293304824724492263e+00 -5.627621113690636889e+00 -5.356586274672012316e+00 -5.267858159063328216e+00 3.610928270183499933e+00 3.643413725327987684e+00 3.662461920298681228e+00 3.721885340769483186e+00 
-5.293304824724492263e+00 -5.375278407684165316e+00 -5.293304824724492263e+00 -6.214608098422191418e+00 -4.663439094112066030e+00 -5.278114659230517702e+00 3.256996812190517510e+00 -5.837730447165938585e+00 -6.636212639346384279e+00 3.721885340769484074e+00 -5.267858159063329992e+00 -5.293304824724492263e+00 3.721885340769483186e+00 3.721885340769483186e+00 -6.052089168924418061e+00 -5.293304824724492263e+00 -5.948034989180644772e+00 -5.484796933490654780e+00 -5.293304824724492263e+00 3.435479592677305405e+00 1.203899466037672639e+01 3.519361076658009679e+00 -5.327876168789581257e+00 -5.278114659230517702e+00 -5.267858159063328216e+00 -5.293304824724492263e+00 3.662461920298682116e+00 -5.424950017481402931e+00 -5.267858159063322887e+00 -5.278114659230517702e+00 -5.411646051855039552e+00 -5.278114659230517702e+00 -5.308267697401205076e+00 -5.278114659230517702e+00 -5.293304824724492263e+00 -5.337538079701317884e+00 3.701682633451962801e+00 3.721885340769483186e+00 3.758252984940356534e+00 1.257065437104556160e+01 
1.267699002086159332e+01 3.721885340769483186e+00 3.758252984940357422e+00 -5.375278407684165316e+00 -5.389071729816500067e+00 3.721885340769483186e+00 -5.278114659230515926e+00 -5.370638028127662444e+00 -5.278114659230517702e+00 -4.709530201312333020e+00 3.125069269147969564e+00 3.519361076658007903e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -6.131226489483140085e+00 -5.293304824724492263e+00 3.643413725327988573e+00 -5.398162701517752460e+00 -5.298317366548037199e+00 2.073090371629373863e+01 -5.267858159063328216e+00 -5.389071729816500955e+00 -5.351858133476066648e+00 -5.293304824724492263e+00 -5.278114659230517702e+00 -5.267858159063329992e+00 -5.894402834264848678e+00 -6.107022887742254547e+00 -5.375278407684165316e+00 -6.091309882077696969e+00 3.721885340769483186e+00 -5.337538079701317884e+00 -5.283203728737988492e+00 3.162269552834060526e+00 -5.332718793265368795e+00 -5.278114659230517702e+00 3.721885340769484074e+00 3.758252984940356534e+00 1.203899466037672639e+01 1.257065437104556160e+01 
-5.393627546352361968e+00 -5.480638923341991209e+00 3.721885340769483186e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 3.963047397586370479e+00 3.721885340769483186e+00 1.300956741322126220e+01 -5.342334251964810932e+00 5.663697189645952790e+01 -6.107022887742253658e+00 -5.293304824724492263e+00 -5.379897353540458838e+00 -5.293304824724492263e+00 -5.283203728737988492e+00 -5.283203728737987603e+00 3.515203066509344332e+00 -5.278114659230517702e+00 -5.384495062789088848e+00 -5.293304824724492263e+00 4.841650369121830977e+01 -6.317164686747283930e+00 -4.624972813284271567e+00 3.610928270183499045e+00 -6.276643489341644511e+00 -5.384495062789088848e+00 -6.016157159698353851e+00 -5.758901773877280306e+00 -5.267858159063328216e+00 -5.866468056933296538e+00 -5.293304824724492263e+00 -5.288267030694534299e+00 3.610928270183499045e+00 -6.276643489341644511e+00 -5.323009979138408454e+00 -5.293304824724492263e+00 1.203899466037672639e+01 1.257065437104556160e+01 1.267699002086159332e+01 2.073090371629373863e+01 
-5.958424693029781949e+00 -5.267858159063329992e+00 -5.267858159063329992e+00 -5.278114659230517702e+00 3.706695175275507737e+00 -5.293304824724492263e+00 3.721885340769483186e+00 -6.107022887742254547e+00 -5.267858159063328216e+00 3.667281206734631205e+00 3.721885340769483186e+00 -5.267858159063322887e+00 -5.379897353540458838e+00 -6.276643489341644511e+00 3.610928270183499045e+00 -5.278114659230516814e+00 -5.365976015021851175e+00 -5.293304824724492263e+00 -5.934894195619587975e+00 -5.476463551931511020e+00 -5.293304824724492263e+00 -5.393627546352361968e+00 -4.624972813284269790e+00 1.267699002086159155e+01 -5.351858133476066648e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -5.484796933490654780e+00 -5.690359454324060096e+00 -5.293304824724492263e+00 3.672123831210418743e+00 -5.267858159063322887e+00 -6.276643489341644511e+00 3.519361076658009679e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 1.300956741322126220e+01 2.073090371629373863e+01 4.841650369121830977e+01 5.663697189645952790e+01 
-6.276643489341644511e+00 -4.624972813284270678e+00 1.259732261812771803e+01 -5.293304824724492263e+00 -5.278114659230517702e+00 3.519361076658008791e+00 -5.267858159063329992e+00 -5.267858159063328216e+00 -5.293304824724492263e+00 3.519361076658008791e+00 -5.393627546352361968e+00 -5.278114659230517702e+00 3.629361971872337556e+00 3.662461920298681228e+00 -5.332718793265368795e+00 3.721885340769482298e+00 1.262472159231583646e+01 -5.293304824724492263e+00 -5.159055299214529100e+00 -5.278114659230517702e+00 3.732141840936670008e+00 -5.337538079701317884e+00 -5.267858159063322887e+00 -5.389071729816500067e+00 -5.267858159063329992e+00 -5.379897353540459726e+00 -5.707110264748875395e+00 -5.356586274672012316e+00 -5.278114659230515926e+00 1.256627799644575916e+01 -5.451038453565699271e+00 3.721885340769483186e+00 -5.293304824724492263e+00 -5.958424693029781949e+00 -5.908082938168931264e+00 -5.888877958332880524e+00 1.300956741322126220e+01 2.073090371629373863e+01 4.841650369121830977e+01 5.663697189645952790e+01 
3.721885340769483186e+00 3.055758228947820498e+01 -5.541263545158425785e+00 -5.293304824724492263e+00 -5.278114659230517702e+00 -5.605802066295997754e+00 -4.718498871295093267e+00 3.624721592315835572e+00 1.310216020004909154e+01 -5.594711379601832846e+00 1.300278772623588708e+01 -5.313205979041787153e+00 -4.828313737302301512e+00 3.763558037170050774e+00 -5.267858159063329992e+00 3.701682633451963689e+00 3.721885340769483186e+00 3.038687189361192864e+01 -4.941642422609303864e+00 3.615504937210911152e+00 -5.332718793265368795e+00 3.721885340769483186e+00 3.672123831210418743e+00 -5.267858159063329104e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -5.278114659230517702e+00 1.265289246928253064e+01 3.610928270183499045e+00 3.667281206734631205e+00 -5.370638028127662444e+00 -5.283203728737988492e+00 -5.537334267018536593e+00 -5.293304824724492263e+00 -5.313205979041787153e+00 -5.659482215759622292e+00 1.300956741322126220e+01 2.073090371629373863e+01 4.841650369121830977e+01 5.663697189645952790e+01 
-4.624972813284271567e+00 3.624721592315834684e+00 -5.017279836814924288e+00 -5.278114659230517702e+00 -5.278114659230517702e+00 -5.379897353540458838e+00 3.706695175275507737e+00 3.657665748035189068e+00 -5.609471795184958864e+00 -5.293304824724492263e+00 1.288200618758324012e+01 -5.278114659230517702e+00 -4.624972813284270678e+00 3.721885340769483186e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -5.267858159063329992e+00 -5.267858159063329992e+00 3.672123831210420519e+00 -5.288267030694535187e+00 -5.293304824724492263e+00 -5.293304824724492263e+00 -5.278114659230517702e+00 -5.308267697401205076e+00 -5.288267030694535187e+00 -5.476463551931509244e+00 -5.308267697401205076e+00 3.667281206734632093e+00 3.515203066509344332e+00 3.672123831210418743e+00 -5.278114659230517702e+00 -5.278114659230517702e+00 -5.293304824724492263e+00 -5.602118820879702810e+00 3.583899597795580760e+00 -6.200509174042689864e+00 3.038687189361192864e+01 3.055758228947820498e+01 4.841650369121830977e+01 5.663697189645952790e+01 
